Premise	Hypothesis	Label
The inner sanctum of the temple was aligned so that the first rays of the sun on 21 February and 21 October would fall on the sacred barque deposited here and on the statues of four gods (Ptah, Amun, Ramses II, and Ra-Herekhty), though scholars are still not sure what was so propitious about these dates.	No sunshine ever got into the inner sanctum of the temple.  	contradictory
In the center of the square stood a statue of a nude man with a spear piercing the mouth of a large worm with the head of a grotesque woman.	The man has clothes on and the womens face is nice. 	contradictory
Perhaps I never had.	I certainly did.	contradictory
um-hum yeah you get it back yeah yeah	No, you do not get it back.	contradictory
A procedure is established for submission of applications by owners and operators and approval of applications and award of allowances by the Administrator.	Owners are responsible for the procedure and approval of applications.	contradictory
uh when i was over in England i picked i picked up that uh Bank of Scotland Visa card and i i don't know hardly i don't ever use it except when i want to play the currency market um that's that's when it becomes handy because if i know that you know if the if the uh if the pound is high i can buy more dollar things	I use my Bank of Scotland Visa card every day.	contradictory
It was covered with stiff canvas.	It was out there plane as day.	contradictory
right that's how it is at our house when you're on the phone oh it's open	We always lock it when we take a phone call.	contradictory
He hasn't much changed America.	America hasn't changed much by him. 	entailment
In the area of control activities, we found that organizations need to tailor their actions to fit their particular needs.	We found that organizations need to adjust their actions to fit their needs.	entailment
Occasionally, they'd make an attempt to charge us.	They wouldn't dare try to charge us. 	contradictory
There were four letters, sir. 	There were seven letters.	contradictory
Would you?"	The person is being asked if he would.	entailment
well do you have do you have any like Chucky Cheese or trying to	I don't need you to find a Chucky Cheese.	contradictory
San'doro followed the dagger with his own body, grappling Adrin's legs, lifting, and throwing him hard to the ground.	San'doro quit his daggers and charged toward Adrin, intending to knock him over with his sheer size.	contradictory
In semi-free elections, Solidarity was the overwhelming victor, and the Communist regime collapsed.	Solidarity was defeated in the semi-free elections.	contradictory
but but see there but i don't agree with that because the Catholic religion as far as through the ages has been the rule so to speak you know they are the ones that set the rules set a lot of the rules and they are the ones that do keep the people down i mean when you a religion that most of the people go to church and they don't understand when anything is being said yet they're yet they're expected to bow down to it i think that keeps people in a sort of line you know	The Catholic church has few rules and allows people to worship in their own way.	contradictory
